Community,Species,Video file name,Camera trap name,Days since camera trap was installed,Classifier,Date (mm/dd/yy),Time (hh:mm),# individuals,Primary Behavior (what behavior they exhibited the most),Notes
A,Odocoileus virginianus,B2_IMG_0011,B2,0,Reece Lapas,10/09/25,23:46,1,Walking,
A,Odocoileus virginianus,B2_IMG_0012,B2,1,Reece Lapas,10/10/25,6:44,1,Walking,
A,Sciurus carolinensis,B2_IMG_0013,B2,1,Reece Lapas,10/10/25,9:02,3,Running,
A,Odocoileus virginianus,B2_IMG_0014,B2,1,Reece Lapas,10/10/25,9:34,1,Foraging,
A,Sciurus carolinensis,B2_IMG_0015,B2,1,Reece Lapas,10/10/25,12:27,1,Running,
A,Odocoileus virginianus,B2_IMG_0016,B2,1,Reece Lapas,10/10/25,14:38,1,Vigilant,
A,Sciurus carolinensis,B2_IMG_0017,B2,1,Reece Lapas,10/10/25,15:57,1,Running,
A,Odocoileus virginianus,B2_IMG_0018,B2,1,Reece Lapas,10/10/25,17:13,1,Walking,
A,Procyon lotor,B2_IMG_0019,B2,2,Reece Lapas,10/11/25,1:51,1,Vigilant,
A,Odocoileus virginianus,B2_IMG_0020,B2,2,Reece Lapas,10/11/25,18:21,2,Walking,
A,Odocoileus virginianus,B2_IMG_0021,B2,3,Reece Lapas,10/12/25,11:34,1,Resting,
A,Sciurus carolinensis,B2_IMG_0022,B2,3,Reece Lapas,10/12/25,14:39,1,Running,
A,Odocoileus virginianus,B2_IMG_0023,B2,3,Reece Lapas,10/12/25,23:34,1,Resting,
A,Procyon lotor,B2_IMG_0024,B2,4,Reece Lapas,10/13/25,3:08,1,Walking,
A,Vulpes vulpes,B2_IMG_0026,B2,4,Reece Lapas,10/13/25,5:31,1,Running,
A,Odocoileus virginianus,B2_IMG_0027,B2,4,Reece Lapas,10/13/25,14:25,1,Vigilant,
A,Odocoileus virginianus,B2_IMG_0028,B2,4,Reece Lapas,10/13/25,14:57,1,Vigilant,
A,Canis latrans,B2_IMG_0029,B2,5,Reece Lapas,10/14/25,3:28,2,Walking,
A,Odocoileus virginianus,B2_IMG_0030,B2,5,Reece Lapas,10/14/25,7:07,1,Running,
A,Odocoileus virginianus,B2_IMG_0031,B2,5,Reece Lapas,10/14/25,17:13,1,Walking,
A,Odocoileus virginianus,B2_IMG_0032,B2,5,Reece Lapas,10/14/25,17:35,1,Walking,
A,Sciurus carolinensis,B2_IMG_0033,B2,5,Reece Lapas,10/14/25,17:47,1,Running,
A,Odocoileus virginianus,B2_IMG_0034,B2,5,Reece Lapas,10/14/25,18:12,1,Walking,
A,Odocoileus virginianus,B2_IMG_0035,B2,6,Reece Lapas,10/14/25,20:58,1,Walking,
A,Sciurus carolinensis,B2_IMG_0036,B2,6,Reece Lapas,10/15/25,7:49,1,Running,
A,Sciurus carolinensis,B2_IMG_0037,B2,6,Reece Lapas,10/15/25,9:39,1,Running,
A,Sciurus carolinensis,B2_IMG_0038,B2,6,Reece Lapas,10/15/25,10:02,1,Walking,
A,Odocoileus virginianus,B2_IMG_0039,B2,6,Reece Lapas,10/15/25,12:51,1,Running,
A,Odocoileus virginianus,B2_IMG_0040,B2,6,Reece Lapas,10/15/25,13:08,1,Running,
A,Tamias striatus,B2_IMG_0040,B2,6,Reece Lapas,10/15/25,13:08,1,Running,
A,Odocoileus virginianus,B2_IMG_0041,B2,6,Reece Lapas,10/15/25,13:09,1,Walking,
A,Sciurus carolinensis,B2_IMG_0042,B2,6,Reece Lapas,10/15/25,17:26,1,Running,
A,Odocoileus virginianus,B2_IMG_0043,B2,7,Reece Lapas,10/16/25,2:54,1,Walking,
A,Sciurus carolinensis,B2_IMG_0044,B2,7,Reece Lapas,10/16/25,8:57,2,Walking,
A,Sciurus carolinensis,B2_IMG_0045,B2,7,Reece Lapas,10/16/25,8:59,2,Running,
A,Sciurus carolinensis,B2_IMG_0046,B2,7,Reece Lapas,10/16/25,9:25,1,Walking,
A,Sciurus carolinensis,B2_IMG_0047,B2,7,Reece Lapas,10/16/25,10:24,1,Walking,
A,Sciurus carolinensis,B2_IMG_0048,B2,7,Reece Lapas,10/16/25,11:47,1,Walking,
A,Sciurus carolinensis,B2_IMG_0049,B2,7,Reece Lapas,10/16/25,13:19,1,Resting,
A,Sciurus carolinensis,B2_IMG_0050,B2,7,Reece Lapas,10/16/25,14:38,1,Running,
A,Sciurus carolinensis,B2_IMG_0051,B2,7,Reece Lapas,10/16/25,14:55,1,Walking,
A,Sciurus carolinensis,B2_IMG_0052,B2,7,Reece Lapas,10/16/25,15:22,1,Running,
A,Odocoileus virginianus,B2_IMG_0053,B2,7,Reece Lapas,10/16/25,15:26,2,Vigilant,
A,Sciurus carolinensis,B2_IMG_0054,B2,7,Reece Lapas,10/16/25,15:31,1,Walking,
A,Sciurus carolinensis,B2_IMG_0055,B2,7,Reece Lapas,10/16/25,15:49,1,Walking,
B,Sciurus carolinensis,B3_IMG_0051,B3,0,Alexandra Kelly,10/9/2025,16:06,1,Walking,squirrel hopping across log
B,Tamias striatus,B3_IMG_0054,B3,0,Alexandra Kelly,10/9/2025,16:12,1,Walking,chipmunk ducking behind log
B,Sciurus carolinensis,B3_IMG_0060,B3,0,Alexandra Kelly,10/9/2025,16:24,1,Walking,squirrel hopping across log
B,Sciurus carolinensis,B3_IMG_0080,B3,0,Sitka,10/9/2025,5:01,1,Foraging,squirrel foraging
B,Tamias striatus,B3_IMG_0085,B3,0,Sitka,10/9/2025,5:09,1,Running,chipmunk running accross log
B,Tamias striatus,B3_IMG_0086,B3,0,Sitka,10/9/2025,5:11,2,Running,2 chimpunks chasing each other
B,Tamias striatus,B3_IMG_0087,B3,0,Sitka,10/9/2025,5:13,1,Foraging,chimpunks foraging
B,Sciurus carolinensis,B3_IMG_0098,B3,0,Annabelle,10/9/2025,5:32,1,Foraging,squirel foraging
B,Sciurus carolinensis,B3_IMG_0099,B3,0,Annabelle,10/9/2025,5:34,1,Foraging,squirel foraging
B,Sciurus carolinensis,B3_IMG_0104,B3,0,Annabelle,10/9/2015,17:42,1,Foraging,squirel foraging
B,Tamias striatus,B3_IMG_0107,B3,0,Annabelle,10/9/2025,17:46,1,Foraging,chipmunk foraging
B,Tamias striatus,B3_IMG_0108,B3,0,Annabelle,10/9/2012,17:48,1,Running,chipmunk running across forest floor
B,Tamias striatus,B3_IMG_0111,B3,0,Annabelle,10/9/2025,17:54,1,Foraging,chipmunk foraging
B,Sciurus carolinensis,B3_IMG_0114,B3,0,Annabelle,10/9/2025,17:59,1,Running,squiral running down tree
B,Tamias striatus,B3_IMG_0115,B3,0,Annabelle,10/9/2025,18:02,1,Foraging,Chimpmunk running/foraging
B,Sciurus carolinensis,B3_IMG_0118,B3,0,Annabelle,10/9/2025,18:07,1,Foraging,Squirel running across log
B,Tamias striatus,B3_IMG_0122,B3,,Ana,10/9/2025,6:13,1,Running,
B,Odocoileus virginianus,B3_IMG_0256,B3,0,Raf,10/9/2025,22:09,1,Walking,Interesting...
B,Procyon lotor,B3_IMG_0288,B3,0,Rushil,10/9/2025,23:03,1,Vigilant,Pair of raccoon eyes briefly appears and disappears
B,Procyon lotor,B3_IMG_0289,B3,0,Rushil,10/9/2025,23:05,1,Vigilant,Pair of raccoon eyes staring from a distance
B,Procyon lotor,B3_IMG_0292,B3,0,Rushil,10/9/2025,23:10,1,Walking,Raccoon walking across log
B,Procyon lotor,B3_IMG_0293,B3,0,Rushil,10/9/2025,23:13,1,Walking,Raccoon walks across the camera pane
B,Procyon lotor,B3_IMG_0294,B3,0,Rushil,10/9/2025,23:15,1,Foraging,Raccoon walks in front of camera and stands up; searches 
B,Procyon lotor,B3_IMG_0302,B3,0,Will,10/9/2025,23:28,2,Walking,Two raccoons walking around
B,Procyon lotor,B3_IMG_0303,B3,0,Will,10/9/2025,23:30,1,Walking,One raccoon briefly appears
B,Tamias striatus,B3_IMG_0317,B3,0,Will,10/9/2025,23:56,1,Running,Chipmunk runs across log
B,Procyon lotor,B3_IMG_0321,B3,1,Will,10/10/2025,0:00,1,Walking,Raccoon hops along log
B,Odocoileus virginianus,A3_IMG_0004,A3,0,Adriana Shields,10/10/2025,17:14,1,Foraging,
A,Odocoileus virginianus,A2_IMG_0004,A2,0,Phaedra van der Molen,10/10/25,17:59,1,Foraging,
A,Odocoileus virginianus,A2_IMG_0005,A2,2,Phaedra van der Molen,10/12/2025,5:07,1,Walking,
B,Odocoileus virginianus,A3_IMG_0069,A3,10,Orlando Da Costa,10/20/2025,2:24,1,Walking,"Appears during 4 seconds, going right to left"
B,Odocoileus virginianus,A3_IMG_0005,A3,1,Adriana Shields,10/11/2025,8:24,1,Foraging,
A,Odocoileus virginianus,A2_IMG_0006,A2,2,Phaedra van der Molen,10/12/2025,6:18,1,Vigilant,
B,Odocoileus virginianus,A3_IMG_0006,A3,1,Adriana Shields,10/11/2025,15:10,1,Walking,
A,Odocoileus virginianus,A2_IMG_0007,A2,3,Phaedra van der Molen,10/13/2025,8:24,2,Vigilant,
B,Odocoileus virginianus,A3_IMG_0068,A3,9,Orlando Da Costa,10/19/2025,18:01,1,Vigilant,Young individual
B,Odocoileus virginianus,A3_IMG_0007,A3,1,Adriana Shields,10/11/2025,18:22,2,Walking,
A,Odocoileus virginianus,A2_IMG_0008,A2,3,Phaedra van der Molen,10/13/2025,14:29,1,Running,
A,Odocoileus virginianus,A2_IMG_0009,A2,3,Phaedra van der Molen,10/13/2025,18:14,1,Walking,
B,Odocoileus virginianus,A3_IMG_0067,A3,9,Orlando Da Costa,10/19/2025,17:50,1,Foraging,
B,Odocoileus virginianus,A3_IMG_0008,A3,2,Adriana Shields,10/12/2025,4:18,1,Running,
A,Odocoileus virginianus,A2_IMG_0010,A2,4,Phaedra van der Molen,10/14/2025,7:07,1,Walking,
B,Odocoileus virginianus,A3_IMG_0066,A3,9,Orlando Da Costa,10/19/2025,16:28,1,Walking,Walking left to right
A,Buteo jamaicensis,C5_IMG_0001,C5,0,Aaron Jackson,10/9/2025,8:00,1,Vigilant,
B,Odocoileus virginianus,A3_IMG_0009,A3,2,Adriana Shields,10/12/2025,5:08,1,Walking,
A,Odocoileus virginianus,A2_IMG_0011,A2,4,Phaedra van der Molen,10/14/2025,10:25,2,Walking,
B,Sciurus carolinensis,A3_IMG_0010,A3,2,Adriana Shields,10/12/2025,7:27,1,Vigilant,
A,Sciurus carolinensis,C5_IMG_0003,C5,1,Aaron Jackson,10/10/2025,8:15,1,Running,
A,Odocoileus virginianus,A2_IMG_0012,A2,5,Phaedra van der Molen,10/15/2025,9:07,1,Foraging,
B,Odocoileus virginianus,A3_IMG_0065,A3,9,Orlando Da Costa,10/19/2025,16:26,2,Running,"Running left to right, one at a time"
A,Odocoileus virginianus,A2_IMG_0014,A2,5,Phaedra van der Molen,10/15/2025,9:25,1,Vigilant,
B,Odocoileus virginianus,A3_IMG_0012,A3,2,Adriana Shields,10/12/2025,23:35,1,Walking,
B,Odocoileus virginianus,A3_IMG_0011,A3,2,Adriana Shields,10/12/2025,18:19,1,Walking,
A,Odocoileus virginianus,A2_IMG_0015,A2,5,Phaedra van der Molen,10/15/2025,12:44,1,Walking,
B,Odocoileus virginianus,A3_IMG_0064,A3,9,Orlando Da Costa,10/19/2025,16:22,1,Running,Running left to right
A,Odocoileus virginianus,A2_IMG_0016,A2,5,Phaedra van der Molen,10/15/2025,1:10,1,Vigilant,
B,Odocoileus virginianus,A3_IMG_0063,A3,9,Orlando Da Costa,10/19/2025,7:23,2,Fighting,"Two males, one chasing the other"
B,Odocoileus virginianus,A3_IMG_0013,A3,3,Adriana Shields,10/13/2025,0:44,1,Walking,
A,Odocoileus virginianus,A2_IMG_0017,A2,5,Phaedra van der Molen,10/15/2025,13:12,1,Walking,
A,Odocoileus virginianus,A2_IMG_0018,A2,5,Phaedra van der Molen,10/15/2025,14:26,1,Walking,
A,Sciurus carolinensis,A2_IMG_0031,A2,9,Aaron Jackson,10/19/2025,14:52,1,Running,
B,Odocoileus virginianus,A3_IMG_0015,A3,3,Adriana Shields,10/13/2025,8:25,1,Foraging,
A,Odocoileus virginianus,A2_IMG_0019,A2,5,Phaedra van der Molen,10/15/2025,17:34,1,Walking,
B,Odocoileus virginianus,A3_IMG_0062,A3,9,Orlando Da Costa,10/19/2025,7:19,2,Walking,Two males
A,Odocoileus virginianus,A2_IMG_0030,A2,9,Aaron Jackson,10/19/2025,14:40,1,Resting,
A,Odocoileus virginianus,A2_IMG_0020,A2,7,Phaedra van der Molen,10/17/2025,0:10,1,Walking,
B,Odocoileus virginianus,A3_IMG_0016,A3,3,Adriana Shields,10/13/2025,8:38,1,Walking,
A,Odocoileus virginianus,A2_IMG_0029,A2,9,Aaron Jackson,10/19/2025,13:03,1,Walking,
B,Odocoileus virginianus,A3_IMG_0061,A3,9,Orlando Da Costa,10/19/2025,5:08,1,Walking,
A,Odocoileus virginianus,A2_IMG_0021,A2,5,Phaedra van der Molen,10/17/2025,9:08,4,Walking,
B,Sciurus carolinensis,A3_IMG_0017,A3,3,Adriana Shields,10/13/2025,13:53,1,Resting,
A,Odocoileus virginianus,A2_IMG_0023,A2,8,Phaedra van der Molen,10/18/2025,8:54,1,Vigilant,
A,Odocoileus virginianus,A2_IMG_0028,A2,8,Aaron Jackson,10/18/2025,22:31,1,Walking,
B,Vulpes vulpes,A3_IMG_0060,A3,9,Orlando Da Costa,10/19/2025,1:02,1,Walking,"Sit on a trunk, scratches itself, and leave"
B,Odocoileus virginianus,A3_IMG_0018,A3,3,Adriana Shields,10/13/2025,14:27,1,Walking,
A,Odocoileus virginianus,A2_IMG_0027,A2,8,Aaron Jackson,10/18/2025,17:03,1,Foraging,
A,Odocoileus virginianus,A2_IMG_0024,A2,8,Phaedra van der Molen,10/18/2025,9:00,2,Foraging,
B,Odocoileus virginianus,A3_IMG_0019,A3,3,Adriana Shields,10/13/2025,15:04,1,Walking,
B,Sciurus carolinensis,A3_IMG_0059,A3,8,Orlando Da Costa,10/18/2025,13:17,1,Vigilant,
A,Odocoileus virginianus,A2_IMG_0025,A2,8,Aaron Jackson,10/18/2025,12:38,1,Walking,
B,Odocoileus virginianus,A3_IMG_0058,A3,8,Orlando Da Costa,10/18/2025,12:49,3,Walking,"2 walking, 1 running, from right to left"
B,Odocoileus virginianus,A3_IMG_0022,A3,4,Adriana Shields,10/14/2025,17:14,1,Resting,
B,Odocoileus virginianus,A3_IMG_0021,A3,4,Adriana Shields,10/14/2025,7:08,3,Running,
B,Odocoileus virginianus,A3_IMG_0030,A3,5,Phaedra van der Molen,10/15/2025,12:52,1,Walking,
B,Odocoileus virginianus,A3_IMG_0040,A3,6,Aaron Jackson,10/16/2025,15:26,2,Running,one was walking one was running
B,Odocoileus virginianus,A3_IMG_00031,A3,5,Phaedra van der Molen,10/15/2025,13:04,1,Running,
B,Odocoileus virginianus,A3_IMG_0057,A3,8,Orlando Da Costa,10/18/2025,12:47,1,Running,"appears on the camera less than 1 sec, moving right to left"
B,Sciurus carolinensis,A3_IMG_0032,A3,5,Phaedra van der Molen,10/15/2025,13:09,1,Running,
B,Odocoileus virginianus,A3_IMG_0041,A3,6,Aaron Jackson,10/16/2025,15:31,1,Running,
B,Sciurus carolinensis,A3_IMG_0041,A3,6,Aaron Jackson,10/16/2025,15:31,1,Walking,
B,Odocoileus virginianus,A3_IMG_0023,A3,4,Adriana Shields,10/14/2025,17:36,1,Walking,
B,Odocoileus virginianus,A3_IMG_0056,A3,8,Orlando Da Costa,10/18/2025,12:42,1,Running,"appears on the camera less than 1 sec, moving right to left"
B,Odocoileus virginianus,A3_IMG_0055,A3,8,Orlando Da Costa,10/18/2025,8:47,1,Running,
B,Procyon lotor,A3_IMG_0042,A3,7,Aaron Jackson,10/17/2025,2:39,1,Walking,
B,Odocoileus virginianus,A3_IMG_0024,A3,4,Adriana Shields,10/14/2025,18:13,1,Walking,
B,Odocoileus virginianus,A3_IMG_0054,A3,8,Orlando Da Costa,10/18/2025,8:42,1,Walking,Walking left to right
B,Unknown,B3_IMG_402,B3,1,Lauren Owens,10/10/2025,2:08,1,Walking,Jumping to a branch-Anura (frog)?
B,Hogna carolinensis,B3_IMG_0368,B3,1,Sarina Huang,10/10/2025,1:17,1,Walking,Crawling up stem of grass
B,Odocoileus virginianus,A3_IMG_0026,A3,5,Adriana Shields,10/15/2025,6:51,1,Walking,
B,Odocoileus virginianus,A3_IMG_0027,A3,5,Adriana Shields,10/15/2025,8:46,1,Foraging,
B,Odocoileus virginianus,A3_IMG_0053,A3,8,Orlando Da Costa,10/18/2025,8:39,1,Walking,Male walking right to left
B,Odocoileus virginianus,A3_IMG_0027,A3,5,Adriana Shields,10/15/2025,9:22,2,Foraging,
B,Odocoileus virginianus,A3_IMG_0052,A3,8,Orlando Da Costa,10/18/2025,8:30,2,Running,"Running right to left then left to right, might be the same individual"
B,Melanerpes carolinus,A3_IMG_0033,A3,5,Phaedra van der Molen,10/15/2025,14:28,1,Foraging,
B,Picoides pubescens,A3_IMG_0033,A3,5,Phaedra van der Molen,10/15/2025,14:28,1,Foraging,
B,Sciurus carolinensis,A3_IMG_0033,A3,5,Phaedra van der Molen,10/15/2025,14:28,1,Running,
B,Odocoileus virginianus,A3_IMG_0029,A3,5,Adriana Shields,10/15/2025,11:20,1,Foraging,
B,Odocoileus virginianus,A3_IMG_0051,A3,8,Orlando Da Costa,10/18/2025,7:20,1,Walking,right to left
B,Odocoileus virginianus,A5_IMG_0050,A5,10,Chloe Li,10/20/2025,10:03,5,Running,Running from left to right as a group
B,Odocoileus virginianus,A5_IMG_0049,A5,9,Chloe Li,10/19/2025,9:00,1,Foraging,Walking from left to right and then chewing grass
B,Hogna carolinensis,B3_IMG_0369,B3,1,Sarina Huang,10/10/2025,1:18,1,Walking,Same organism as B3_IMG_0368
B,Odocoileus virginianus,A3_IMG_0050,A3,8,Orlando Da Costa,10/18/2025,5:47,1,Walking,Left to right
B,Glaucomys volans,A3_IMG_0043,A3,7,Aaron Jackson,10/17/2025,6:00,1,Running,
B,Vulpes vulpes,B3_IMG_410,B3,1,Lauren Owens,10/10/2025,2:20,1,Walking,
B,Odocoileus virginianus,A3_IMG_0044,A3,7,Aaron Jackson,10/17/2025,9:09,4,Running,Walking across a fallen tree trunk 
B,Odocoileus virginianus,A5_IMG_0048,A5,9,Chloe Li,10/19/2025,8:56,1,Walking,
B,Odocoileus virginianus,A3_IMG_0034,A3,5,Phaedra van der Molen,10/15/2025,16:20,1,Walking,
B,Odocoileus virginianus,A3_IMG_0035,A3,5,Phaedra van der Molen,10/15/2025,17:39,1,Walking,
B,Odocoileus virginianus,A3_IMG_0045,A3,7,Aaron Jackson,10/17/2025,9:13,3,Running,
B,Odocoileus virginianus,A3_IMG_0039,A3,6,Adriana Shields,10/16/2025,15:21,1,Walking,
B,Odocoileus virginianus,A3_IMG_0045,A3,7,Aaron Jackson,10/17/2025,9:22,1,Walking,
B,Odocoileus virginianus,A3_IMG_0036,A3,5,Phaedra van der Molen,10/15/2025,18:19,1,Walking,
B,Odocoileus virginianus,A3_IMG_0037,A3,5,Adriana Shields,10/15/2025,22:50,1,Foraging,
B,Hogna carolinensis,B3_IMG_0370,B3,1,Sarina Huang,10/10/2025,1:20,1,Walking,Same organism as B3_IMG_0368
B,Odocoileus virginianus,A3_IMG_0047,A3,7,Aaron Jackson,10/17/2025,9:26,1,Walking,
B,Odocoileus virginianus,A5_IMG_0047,A5,9,Chloe Li,10/19/2025,8:54,2,Walking,
B,Sciurus carolinensis,A3_IMG_0048,A3,7,Aaron Jackson,10/17/2025,12:44,1,Walking,tail was moving in a circular helicopter like manner
B,Hogna carolinensis,B3_IMG_0371,B3,1,Sarina Huang,10/10/2025,1:21,1,Walking,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0372,B3,1,Sarina Huang,10/10/2025,1:23,1,Walking,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0373,B3,1,Sarina Huang,10/10/2025,1:24,1,Walking,Same organism as B3_IMG_0368
B,Sciurus carolinensis,A3_IMG_0049,A3,7,Aaron Jackson,10/17/2025,5:42,1,Walking,
B,Odocoileus virginianus,A3_IMG_0049,A3,7,Aaron Jackson,10/17/2025,5:42,1,Walking,
B,Odocoileus virginianus,A5_IMG_0046,A5,9,Chloe Li,10/19/2025,8:37,1,Walking,
B,Hogna carolinensis,B3_IMG_0374,B3,1,Sarina Huang,10/10/2025,1:26,1,Walking,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0375,B3,1,Sarina Huang,10/10/2025,1:27,1,Walking,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0376,B3,1,Sarina Huang,10/10/2025,1:29,1,Vigilant,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0377,B3,1,Sarina Huang,10/10/2025,1:30,1,Vigilant,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0378,B3,1,Sarina Huang,10/10/2025,1:32,1,Vigilant,Same organism as B3_IMG_0368
B,Hogna carolinensis,B3_IMG_0379,B3,1,Sarina Huang,10/10/2025,1:33,1,Walking,Same organism as B3_IMG_0368
B,Sciurus carolinensis,A5_IMG_0046,A5,9,Chloe Li,10/19/2025,8:37,1,Walking,Climbing up a tree
B,Odocoileus virginianus,A5_IMG_0045,A5,9,Chloe Li,10/19/2025,8:32,1,Walking,
B,Odocoileus virginianus,A5_IMG_0044,A5,9,Chloe Li,10/19/2025,8:17,1,Foraging,
B,Odocoileus virginianus,A4_IMG_0043,A5,9,Chloe Li,10/19/2025,7:59,1,Walking,
B,Odocoileus virginianus,A5_IMG_0003,A5,1,Lauren Owens,10/11/2025,7:48,1,Foraging,Walking and searching through the leaves on the ground
B,Odocoileus virginianus,A5_IMG_0042,A5,9,Chloe Li,10/19/2025,7:51,1,Walking,
B,Odocoileus virginianus,A5_IMG_0041,A5,9,Chloe Li,10/19/2025,5:56,1,Foraging,
B,Odocoileus virginianus,A5_IMG_0004,A5,2,Lauren Owens,10/12/2025,4:40,1,Running,Runs across the screen
B,Odocoileus virginianus,A5_IMG_0040,A5,9,Chloe Li,10/19/2025,5:55,2,Resting,Grooming each other
B,Odocoileus virginianus,A5_IMG_0005,A5,1,Lauren Owens,10/12/2025,5:05,1,Walking,Back half of deer seen leaving the camera area
B,Odocoileus virginianus,A5_IMG_0039,A5,9,Chloe Li,10/19/2025,5:53,2,Resting,Same individuals as 0040
B,Odocoileus virginianus,A5_IMG_0038,A5,9,Chloe Li,10/19/2025,5:52,2,Resting,"Adult and kid, drinking milk?"
B,Vulpes vulpes,A5_IMG_0006,A5,2,Lauren Owens,10/12/2025,10:09,1,Walking,Could only see the backside and tail for a moment
B,Odocoileus virginianus,A5_IMG_0036,A5,8,Chloe Li,10/18/2025,23:12,1,Vigilant,Not sure if there's another deer at the left corner
B,Odocoileus virginianus,A5_IMG_0007,A5,2,Lauren Owens,10/12/2025,18:13,2,Vigilant,"One deer walks away, the second one stands up"
B,Odocoileus virginianus,A5_IMG_0008,A5,2,Lauren Owens,10/12/2025,18:14,2,Vigilant,"One adult deer rubs its head against tree while holding its left leg up, baby deer stands. *Same adult deer from previous entry"
B,Odocoileus virginianus,A5_IMG_0035,A5,8,Chloe Li,10/18/2025,19:54,1,Walking,
B,Odocoileus virginianus,A5_IMG_0034,A5,8,Chloe Li,10/18/2025,13:43,1,Walking,
B,Odocoileus virginianus,A5_IMG_0033,A5,8,Chloe Li,10/18/2025,13:39,1,Running,
B,Sylvilagus floridanus,A5_IMG_010,A5,3,Lauren Owens,10/13/2025,8:41,1,Vigilant,"Bunny starts hopping away, hides (deer runs across screen later), then hops out of frame"
B,Odocoileus virginianus,A5_IMG_0032,A5,8,Chloe Li,10/18/2025,13:37,1,Walking,
B,Odocoileus virginianus,A5_IMG_0031,A5,8,Chloe Li,10/18/2025,12:34,1,Running,
B,Odocoileus virginianus,A5_IMG_0010,A5,3,Lauren Owens,10/13/2025,8:41,1,Running,Runs across screen
B,Odocoileus virginianus,A5_IMG_0020,A5,5,Sarina Huang,10/15/2025,13:38,1,Foraging,"Foraged, groomed self, then walked out of frame"
B,Odocoileus virginianus,A5_IMG_0029,A5,8,Chloe Li,10/18/2025,8:36,1,Walking,
B,Odocoileus virginianus,A5_IMG_0011,A5,3,Lauren Owens,10/13/2025,14:31,1,Walking,
B,Odocoileus virginianus,A5_IMG_0021,A5,5,Sarina Huang,10/15/2025,16:40,1,Walking,Walked across frame
B,Odocoileus virginianus,A5_IMG_0028,A5,8,Chloe Li,10/18/2025,8:27,2,Running,One walking one running
B,Odocoileus virginianus,A5_IMG_0022,A5,5,Sarina Huang,10/15/2025,17:49,1,Walking,Walked across frame
B,Sciurus carolinensis,A5_IMG_0011,A5,3,Lauren Owens,10/13/2025,14:31,1,Foraging,Walks and digs through leaves
B,Odocoileus virginianus,A5_IMG_0024,A5,7,Sarina Huang,10/17/2025,3:29,1,Vigilant,
B,Odocoileus virginianus,A5_IMG_0025,A5,7,Sarina Huang,10/17/2025,5:23,1,Walking,Saw backside in frame
B,Odocoileus virginianus,A5_IMG_0012,A5,3,Lauren Owens,10/13/2025,14:36,1,Walking,
B,Odocoileus virginianus,A5_IMG_0027,A5,8,Chloe Li,10/18/2025,8:23,2,Vigilant,
B,Odocoileus virginianus,A5_IMG_0026,A5,8,Sarina Huang,10/18/2025,7:54,2,Walking,2 walked across the frame
B,Vulpes vulpes,A5_IMG_0012,A5,3,Lauren Owens,10/13/2025,14:36,1,Running,Runs in the distance
B,Odocoileus virginianus,A5_IMG_0013,A5,4,Lauren Owens,10/14/2025,17:25,1,Walking,
B,Odocoileus virginianus,A5_IMG_0019,A5,5,Chloe Li,10/15/2025,12:52,1,Walking,
B,Odocoileus virginianus,A5_IMG_0017,A5,5,Sarina Huang,10/15/2025,10:28,1,Walking,"walks across grame, then pauses"
B,Odocoileus virginianus,A5_IMG_0014,A5,4,Lauren Owens,10/14/2025,17:53,1,Walking,
B,Odocoileus virginianus,A5_IMG_0018,A5,5,Chloe Li,10/15/2025,10:30,1,Resting,Grooming itself then walked away
B,Odocoileus virginianus,A5_IMG_0016,A5,5,Sarina Huang,10/15/2025,10:27,2,Foraging,"1 deer forages, the other bolts"
B,Odocoileus virginianus,A5_IMG_0015,A5,5,Lauren Owens,10/15/2025,6:58,1,Foraging,Walks and digs through leaves a bit
A,Sciurus carolinensis,B1_IMG_0004,B1,0,Sankalp,10/09/25,17:20,1,Walking,
A,Odocoileus virginianus,B1_IMG_0005,B1,1,Sankalp,10/10/25,2:21,1,Running,
A,Sciurus carolinensis,B1_IMG_0007,B1,1,Sankalp,10/10/25,12:01,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0008,B1,1,Sankalp,10/10/25,12:35,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0009,B1,1,Sankalp,10/10/25,13:09,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0010,B1,1,Sankalp,10/10/25,13:17,2,Fighting,
A,Sciurus carolinensis,B1_IMG_0011,B1,1,Sankalp,10/10/25,13:39,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0015,B1,1,Sankalp,10/10/25,16:27,1,Foraging,
A,Didelphis virginiana,B1_IMG_0017,B1,2,Sankalp,10/11/25,4:49,1,Walking,
A,Sciurus carolinensis,B1_IMG_0018,B1,2,Sankalp,10/11/25,8:04,1,Vigilant,
A,Sciurus carolinensis,B1_IMG_0019,B1,2,Sankalp,10/11/25,8:19,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0020,B1,2,Sankalp,10/11/25,8:26,1,Running,
A,Sciurus carolinensis,B1_IMG_0022,B1,2,Sankalp,10/11/25,12:50,2,Fighting,
A,Sciurus carolinensis,B1_IMG_0023,B1,2,Sankalp,10/11/25,13:31,1,Foraging,
